model,DOI,Article Title,Label,baseline_prediction,methods_prediction,baseline_input_tokens,methods_input_tokens,token_delta,baseline_generated_tokens,methods_generated_tokens,baseline_elapsed_seconds,methods_elapsed_seconds,elapsed_delta_seconds,baseline_peak_allocated_mb,methods_peak_allocated_mb,peak_allocated_delta_mb,baseline_peak_reserved_mb,methods_peak_reserved_mb,peak_reserved_delta_mb
Qwen/Qwen3.5-9B,10.1016/j.ecoenv.2020.111176,"Effects of 17α-ethinylestradiol on sex ratio, gonadal histology and perianal hyperpigmentation of Cnesterodon decemmaculatus (Pisces, Poeciliidae) during a full-lifecycle exposure",0,0,0,655,1024,369,4,4,1.9840549295768142,0.48709728475660086,-1.4969576448202133,7531.158203125,7606.013671875,74.85546875,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.scienta.2013.08.031,"Alternative management for olive orchards grown in semi-arid environments: An energy, economic and environmental analysis",1,1,1,636,1024,388,4,4,0.46264267107471824,0.48512921994552016,0.022486548870801926,7521.3564453125,7606.013671875,84.6572265625,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2017.03.209,Environmental assessment of a bi-fuel thermal power plant in an isolated power system in the Brazilian Amazon region,1,1,1,597,1024,427,4,4,1.9131916062906384,0.4972191038541496,-1.4159725024364889,7517.6787109375,7606.013671875,88.3349609375,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.jhazmat.2024.134183,Self-assembly of metal-polyphenolic network on biomass for enhanced organic contaminant capturing from water with a high cost-to-benefit ratio,1,1,1,557,1024,467,4,4,0.46516816271468997,0.48818381037563086,0.023015647660940886,7505.8955078125,7606.013671875,100.1181640625,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.inffus.2023.102026,Optimization-based probabilistic decision support for assessing building information modelling (BIM) maturity considering multiple objectives,0,0,0,441,1024,583,4,4,0.6907540988177061,1.56261275568977,0.8718586568720639,7478.9345703125,7606.013671875,127.0791015625,7488.0,7628.0,140.0
Qwen/Qwen3.5-9B,10.1016/j.ecoenv.2019.110083,"The sublethal lead (Pb) toxicity to the earthworm Eisenia fetida (Annelida, Oligochaeta) as affected by NaCl salinity and manure addition in a calcareous clay loam soil during an indoor mesocosm experiment",0,0,0,671,1024,353,4,4,0.4512756001204252,0.49415153125301003,0.04287593113258481,7532.66748046875,7606.013671875,73.34619140625,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2019.04.154,Environmental impact of carbon cross-media metabolism in waste management: A case study of municipal solid waste treatment systems in China,1,1,1,613,1024,411,4,4,0.4448749450966716,1.9577184729278088,1.5128435278311372,7519.18798828125,7606.013671875,86.82568359375,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.watres.2022.118997,"Economic, technical, and environmental evaluation of retrofitting scenarios in a full-scale industrial wastewater treatment system",1,1,1,839,1024,185,4,4,0.47249916987493634,0.5186107698827982,0.04611160000786185,7572.54443359375,7606.013671875,33.46923828125,7604.0,7624.0,20.0
Qwen/Qwen3.5-9B,10.1016/j.watres.2024.121676,A deep dive into green infrastructure failures using fault tree analysis,0,0,0,585,1024,439,4,4,0.44077914394438267,0.978471274022013,0.5376921300776303,7516.54736328125,7606.013671875,89.46630859375,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.jembe.2019.04.004,Reduced salinities negatively impact fertilization success and early larval development of the giant clam Tridacna gigas (Cardiidae: Tridacninae),0,0,0,544,1024,480,4,4,0.43460999708622694,0.48647837014868855,0.051868373062461615,7504.66748046875,7606.013671875,101.34619140625,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.cej.2024.157768,"Sustainable biosynthesis of caproate from waste activated sludge via electro-fermentation: Perspectives of product spectrum, economic and environmental impacts",1,1,1,579,1024,445,4,4,0.4641574723646045,0.4886052878573537,0.024447815492749214,7515.98046875,7606.013671875,90.033203125,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.dwt.2024.100936,Effective photocatalytic degradation and kinetic modelling of azo dyes by zinc oxide nanoparticles from Brevibacterium casei,0,0,0,583,1024,441,4,4,2.0242519206367433,0.5249246377497911,-1.4993272828869522,7516.35693359375,7606.013671875,89.65673828125,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.psep.2024.11.073,Innovative transformation of palm oil biomass waste into sustainable biofuel: Technological breakthroughs and future prospects,1,1,1,622,928,306,4,4,0.4951021997258067,0.48088616877794266,-0.014216030947864056,7520.0361328125,7588.94873046875,68.91259765625,7542.0,7604.0,62.0
Qwen/Qwen3.5-9B,10.1016/j.ijggc.2019.02.011,CO2/CH4 separation by hot potassium carbonate absorption for biogas upgrading,0,0,0,485,1024,539,4,4,1.9288916843943298,0.4941837559454143,-1.4347079284489155,7491.09375,7606.013671875,114.919921875,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.jece.2024.113837,Attached growth microalgae-bacteria consortia: A sustainable option for in-situ remediation of contaminated open drains,1,1,1,603,1024,421,4,4,0.4949893718585372,0.4860861599445343,-0.008903211914002895,7518.244140625,7606.013671875,87.76953125,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2013.12.058,Controversy over antibacterial silver: implications for environmental and sustainability assessments,0,1,1,516,1024,508,4,4,1.1083202152512968,1.0845018420368433,-0.02381837321445346,7502.02734375,7606.013671875,103.986328125,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.envpol.2021.117212,The effects of pulse exposures of metal toxicants on different life stages of the tropical copepod Acartia sinjiensis,0,0,0,666,1024,358,4,4,0.44585699308663607,0.526358894072473,0.08050190098583698,7532.197265625,7606.013671875,73.81640625,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.psep.2023.09.045,Aging behavior and mechanism of polyvinylidene fluoride membrane by intensified UV irradiation and NaOCl: A comparative study,0,0,0,528,1024,496,4,4,0.4301861790008843,1.97636446217075,1.5461782831698656,7503.158203125,7606.013671875,102.85546875,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.cesys.2022.100090,Developing the nitrogen handprint approach to quantify the positive impacts of industrial symbiosis on nitrogen cycles,1,1,1,466,1024,558,4,4,0.4256571903824806,0.542880856897682,0.11722366651520133,7489.3017578125,7606.013671875,116.7119140625,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.energy.2021.121796,Integrated design and optimization of reactor-distillation sequence-recycle-heat exchanger network,0,0,0,440,1024,584,4,4,0.4181821867823601,2.0884812269359827,1.6702990401536226,7478.837890625,7606.013671875,127.17578125,7486.0,7626.0,140.0
Qwen/Qwen3.5-9B,10.1016/j.diamond.2024.111508,Utilization of copper chromite-reduced graphene oxide nanocomposite for the wastewater remediation and effective supercapacitive performance,0,0,0,645,1024,379,4,4,0.4464418371208012,0.6206286260858178,0.1741867889650166,7530.21630859375,7606.013671875,75.79736328125,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.susmat.2021.e00296,Production of a nickel-based catalyst for urea electrooxidation using spent batteries as raw material: Electrochemical synthesis and implications from a circular economy stand-point,0,0,0,605,1024,419,4,4,0.43623056076467037,2.0887648607604206,1.6525342999957502,7518.43310546875,7606.013671875,87.58056640625,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.susmat.2024.e00893,Novel solar-induced wastewater purification materials originated from ore tailing solid waste,0,0,0,592,1024,432,4,4,0.4371264614164829,0.5757013717666268,0.1385749103501439,7517.205078125,7606.013671875,88.80859375,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.chemosphere.2021.129875,Influence of thermal assistance on the biodegradation of organics during food waste bio-drying: Microbial stimulation and energy assessment,0,1,1,618,1024,406,4,4,0.4390164311043918,2.0900923870503902,1.6510759559459984,7519.65966796875,7606.013671875,86.35400390625,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.gsd.2024.101214,Graphene-based photocatalytic membrane application for the remediation of organic dye pollutants: A review,0,0,0,501,1024,523,4,4,0.4449814585968852,0.4851053347811103,0.04012387618422508,7492.60302734375,7606.013671875,113.41064453125,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.energy.2021.120898,Comparative analysis of the environmental impacts of Australian thermal power stations using direct emission data and GIS integrated methods,1,1,1,500,1024,524,4,4,0.42297477601096034,2.0473966361023486,1.6244218600913882,7492.5078125,7606.013671875,113.505859375,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.watres.2020.116454,Anammox Granule Enlargement by Heterogenous Granule Self-assembly,0,0,0,698,1024,326,4,4,0.4532209658063948,0.5483116190880537,0.09509065328165889,7535.2158203125,7606.013671875,70.7978515625,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.renene.2020.12.099,Comparison between the energetic and environmental performance of a combined heat and power unit fueled with diesel and waste vegetable oil: An experimental and numerical study,1,1,1,558,1024,466,4,4,0.49404180608689785,2.0001476826146245,1.5061058765277267,7505.9892578125,7606.013671875,100.0244140625,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2019.02.024,Comparative energy and carbon footprint analysis of biosolids management strategies in water resource recovery facilities,0,1,1,605,1024,419,4,4,0.4448689608834684,0.4954724139533937,0.05060345306992531,7518.43310546875,7606.013671875,87.58056640625,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2021.147218,CO2 dual roles in food scraps-derived biochar activation to enhance lead adsorption capacity,1,1,1,520,1024,504,4,4,0.4364644098095596,0.5049381889402866,0.06847377913072705,7502.40380859375,7606.013671875,103.60986328125,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jece.2024.112333,"Microplastic Fibers in Different Environmental Matrices from Synthetic Textiles: Ecotoxicological Risk, Mitigation Strategies, and Policy Perspective",0,0,0,547,1024,477,4,4,0.4417425789870322,0.48891298891976476,0.04717040993273258,7504.9521484375,7606.013671875,101.0615234375,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.envpol.2016.08.072,Current status and historical variations of DDT-related contaminants in the sediments of Lake Chaohu in China and their influencing factors,0,0,0,664,1024,360,4,4,0.4632075410336256,0.48540398897603154,0.02219644794240594,7532.0068359375,7606.013671875,74.0068359375,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2015.05.074,Impact assessment of emission management strategies of the pharmaceuticals Metformin and Metoprolol to the aquatic environment using Bayesian networks,0,0,0,504,1024,520,4,4,1.9144269810058177,0.49539443477988243,-1.4190325462259352,7492.88427734375,7606.013671875,113.12939453125,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.resconrec.2014.11.007,Identifying water recycling strategy using multivariate statistical analysis for high-tech industries in Taiwan,0,0,0,492,1024,532,4,4,0.4385202191770077,0.49050663877278566,0.05198641959577799,7491.7529296875,7606.013671875,114.2607421875,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.wasman.2019.03.015,A sustainability assessment for use on land or wastewater treatment of the digestate from bio-waste,0,0,1,497,1024,527,4,4,1.7615202870219946,0.4865042269229889,-1.2750160600990057,7492.2265625,7606.013671875,113.787109375,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.envpol.2010.10.005,Compromised metamorphosis and thyroid hormone changes in wood frogs (Lithobates sylvaticus) raised on reclaimed wetlands on the Athabasca oil sands,0,0,0,487,1024,537,4,4,0.44361064163967967,0.4869001158513129,0.043289474211633205,7491.28125,7606.013671875,114.732421875,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2017.11.098,Eco-design of a low-cost adsorbent produced from waste cherry kernels,1,1,1,603,1024,421,4,4,0.4564668470993638,1.4982741246931255,1.0418072775937617,7518.244140625,7606.013671875,87.76953125,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2019.03.041,Emergy analysis of a typical New Suspension Preheaters cement plant in China,0,0,0,463,1024,561,4,4,0.43477286165580153,0.5005091521888971,0.0657362905330956,7489.01708984375,7606.013671875,116.99658203125,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2017.06.148,Supply chain analysis for cassava starch production: Cleaner production opportunities and benefits,0,1,0,766,1024,258,4,4,0.4549731011502445,1.0157470703125,0.5607739691622555,7549.638671875,7606.013671875,56.375,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.jenvman.2022.117153,Emissions of pharmaceuticals and plant protection products to the lagoon of Venice: development of a new emission inventory,0,0,0,655,1024,369,4,4,0.45904114469885826,0.48895920580253005,0.02991806110367179,7531.158203125,7606.013671875,74.85546875,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2021.148913,Algae biofertilisers promote sustainable food production and a circular nutrient economy - An integrated empirical-modelling study,1,1,1,751,1024,273,4,4,0.4510013461112976,0.48613230464980006,0.035130958538502455,7548.22314453125,7606.013671875,57.79052734375,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.enconman.2021.115149,"Crude oil hierarchical catalytic cracking for maximizing chemicals production: Pilot-scale test, process optimization strategy, techno-economic-society-environment assessment",1,1,0,572,1024,452,4,4,0.45330624422058463,0.4839089959859848,0.03060275176540017,7507.3095703125,7606.013671875,98.7041015625,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.spc.2020.12.043,"Human urine management in resource-based sanitation: water-energy-nutrient nexus, energy demand and economic performance",1,1,1,557,1024,467,4,4,0.4418351729400456,0.4845892866142094,0.04275411367416382,7505.8955078125,7606.013671875,100.1181640625,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jenvman.2012.06.004,"Optimal expansion of a drinking water infrastructure system with respect to carbon footprint, cost-effectiveness and water demand",0,0,1,517,1024,507,4,4,1.9840783919207752,0.48558710888028145,-1.4984912830404937,7502.12255859375,7606.013671875,103.89111328125,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2019.03.297,GHG evaluation and mitigation planning for low carbon city case study: Dan Sai Municipality,0,0,0,650,1023,373,4,4,0.4691842379979789,0.49931844510138035,0.030134207103401423,7530.68798828125,7605.919921875,75.23193359375,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.aca.2024.342658,Biochar-based polymeric film as sustainable and efficient sorptive phase for preconcentration of steroid hormones in environmental waters and wastewaters,0,0,0,709,1024,315,4,4,1.944436265155673,0.4844329943880439,-1.4600032707676291,7544.2626953125,7606.013671875,61.7509765625,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.fuel.2022.125428,"A comprehensive comparative study on methylene blue removal from aqueous solution using biochars produced from rapeseed, whitewood, and seaweed via different thermal conversion technologies",0,0,0,662,1024,362,4,4,0.4560628463514149,0.48749653063714504,0.031433684285730124,7531.8193359375,7606.013671875,74.1943359375,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.susmat.2024.e01093,Bilayer-favored intercalation induced low-voltage electrochemical production of nano-graphene oxide in neutral phosphate,0,1,1,627,1024,397,4,4,0.4340838906355202,1.8114318060688674,1.3773479154333472,7520.50830078125,7606.013671875,85.50537109375,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2022.131807,Developing a sustainability-oriented multi-criteria game theoretical decision analysis framework: A case study of sludge management,0,0,1,582,1024,442,4,4,0.4404916390776634,0.49308280274271965,0.05259116366505623,7516.26318359375,7606.013671875,89.75048828125,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.spc.2017.12.004,Social sustainability assessment of shale gas in the UK,0,0,0,491,1024,533,4,4,0.39942940371111035,0.9618916725739837,0.5624622688628733,7491.6591796875,7606.013671875,114.3544921875,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2020.122317,"The energy potential of agriculture, agroindustrial, livestock, and slaughterhouse biomass wastes through direct combustion and anaerobic digestion. The case of Colombia",0,0,0,629,1024,395,4,4,0.4401778099127114,0.4870006078854203,0.04682279797270894,7520.697265625,7606.013671875,85.31640625,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.eti.2022.102811,A comprehensive study of biological phosphorus removal systems from economic and environmental perspectives based on the optimization approach,0,1,0,554,1024,470,4,4,0.4412740347906947,0.4899421469308436,0.04866811214014888,7505.61279296875,7606.013671875,100.40087890625,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.biortech.2024.131832,Achieving efficient autotrophic nitrogen removal in anaerobic membrane bioreactor plus membrane aerated biofilm reactor by regulating nutrient ratios,0,0,0,455,1023,568,4,4,1.9236863679252565,0.5098513197153807,-1.4138350482098758,7488.2626953125,7605.919921875,117.6572265625,7508.0,7628.0,120.0
